X.OTU.ID	taxonomy
2bfc5561995f2f752a6031e2df7a92da	d__Bacteria;p__Unclassified;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
4e983d59e0fb674860a721dcf41357a3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Unclassified;s__Unclassified
61d605eeab61635518ec14bca4596f0f	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__uncultured_organism
2dcf7f2e92ddefc65fdf83b667b74862	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chlorothrix;s__uncultured_organism
044d348ddbf260333f40ca9dceb27651	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacterales;f__Halomicrobiaceae;g__Natronomonas;s__Unclassified
410d248a0bf7c21ddb6c482f1436b0e1	d__Bacteria;p__Bacillota;c__Thermovenabulia;o__Thermovenabulales;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
78c453a41c2b528251d3252cda682672	d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae;g__YC-ZSS-LKJ63;s__uncultured_organism
1e3d0631d3f3960777800cf55d0c21e0	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;s__uncultured_bacterium
a9ec73a405faa44add1478144ba4a76b	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacterales;f__Haloferacaceae;g__Unclassified;s__Unclassified
28c20dd6bc1ed328e844075e2a5ac780	d__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_KB1
113f1a3d2984517310009fd849c193b7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Unclassified
ded549831adace1efdebad579073f948	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
63b3762184874629b31b2c2c56eade68	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Sediminimonas;s__Unclassified
8dd9db83d86e27ad4b77e25c6a125e81	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Incertae_Sedis;s__uncultured_organism
a8369e8a97dd05b7333562acd10e4c80	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Unclassified
f7a61e7d146fe94968d5a8e864b49efa	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__marine_metagenome
6f432033b0d645c857e10cc4f5042b2a	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Incertae_Sedis;s__Unclassified
fe91b4477d1514dbe41132151903c69b	d__Archaea;p__Unclassified;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
538150273094f975798e5a869bea0c84	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__Incertae_Sedis;g__SCGC_AAA011-D5;s__uncultured_archaeon
2e934d37ae21cdad4527587aebc4ea5e	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Incertae_Sedis;s__uncultured_organism
820e7bf5085c819fccc2e5ad1e1fc416	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Alphaproteobacteria_Incertae_Sedis;f__Neomegalonemataceae;g__Incertae_Sedis;s__uncultured_organism
64b034c729cb5f25ce2be49735087338	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
fe2f6fe2557fde670fbdefb88cb4a8c7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SM1A07;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
4d72d8ff3bd1c5b1724d34e63a4c6ee8	d__Bacteria;p__Gemmatimonadota;c__MD2902-B12;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
51417b0785187e1f48e9df4bb039973c	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
4cb31cc711acf7521e4163cb7f9066b6	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__Unclassified
875ce6187918c9eed9527db00c46e709	d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Incertae_Sedis;s__uncultured_bacterium
5e97ece46e0e1645f1fea48ea1935dd3	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Incertae_Sedis;s__uncultured_organism
28c773bcb9158bd1a3b85e50d077dda0	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
48ed5e6a3188f6978b9aa9fac77a893f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Incertae_Sedis;g__Methylohalomonas;s__uncultured_bacterium
c2aec9b24294f9a8ceb01659549224da	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__Incertae_Sedis;g__GW2011_GWC1_47_15;s__Unclassified
ac5f10f8d4145c3e1eb94bd968d80d6f	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
e022e3896e797a8f9b08ae95c0c81eba	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_crenarchaeote
95b9c9f7b6e1a621d161d05cff28b22d	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacterales;f__Halomicrobiaceae;g__Incertae_Sedis;s__uncultured_Halobacteria
1196f9def05fda42d85942bada3b63b4	d__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
161b5aa23feb9b7c76e3d62d06b7ec71	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__Incertae_Sedis;g__Incertae_Sedis;s__Planctomycetes_bacterium
ccc6fc8f8f8dd301ea14854371d065a9	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__candidate_divison
cd01c2d817e4df7dff683371e7a56b5e	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__MSBL5;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
e500cee79e6d5c78da72892430742f6b	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
b41ef98d35017c17ae161787158b7c25	d__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
74f476414014a5740097574cb19d4335	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
3a54d60828dfd2554eae43552dab5774	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Salinivenus;s__uncultured_bacterium
a6134a9f1c5d9b76a052977d089538d2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Anaerophaga;s__Unclassified
7ab9c18f7ab481c5238a6d4cc66fcaa3	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadaceae;g__Incertae_Sedis;s__uncultured_bacterium
7f0fe796619e421567d6f68dd9667e66	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
8a1bc8da691ec9ee55686a50ffc33720	d__Bacteria;p__Unclassified;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
c2cda06b482f5fddc9d813d1d8377da3	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
33dd874c7d4d7cd4c3f106c17ce0da70	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Unclassified
3c0b2e008998140e72a3504ec3374024	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Unclassified
14db08134da10950ac23b3b3ccf87d3c	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__Desulfocarbo;s__uncultured_organism
bd1408deb8375c84e8ff3a36c8f65de9	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_euryarchaeote
14c0bce4cae267487b3216c0d51ea62c	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__Candidatus_Haloredivivus;s__Candidatus_Haloredivivus
27f0d2e0ab1b544d1d89d68e03cb8204	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Incertae_Sedis;s__uncultured_organism
f59f99cc15aece9637663ae71a281aae	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__Incertae_Sedis;g__Incertae_Sedis;s__Planctomycetes_bacterium
b628a570e94a27d3a0e96e675a781e9a	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__candidate_divison
8595b5da013c2421b4a558cabbb012f0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Alphaproteobacteria_Incertae_Sedis;f__Neomegalonemataceae;g__Incertae_Sedis;s__uncultured_bacterium
76f2ca2e83bffdbc352755842d2c9458	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__ML602M-17;f__Incertae_Sedis;g__Salibacter;s__marine_metagenome
ae85b43e6fbfc8cba86fc17b3318c6a8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__Incertae_Sedis;s__Unclassified
82335b541ac9e77e5a0709765cfd10a8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
6193b0af3275d44883f6da0e8e340e65	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__Unclassified
7c4cebfbaadbfcca1dfc1f80438f4155	d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
bc0a67b7e7b833d6eaf30e0c84db7e4f	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__AKYG1722;g__Incertae_Sedis;s__uncultured_Chloroflexi
c14d8a58df63af9b32f7d8ea904da8e2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Incertae_Sedis;s__uncultured_organism
20875380c627b11f02ec44bb8383f85a	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Limibaculum;s__uncultured_organism
bcecbe6e27bec96c0542e9b62d766906	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_archaeon
7f92cda5f1299d12ceecd7e4b3e4568b	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacterales;f__Halomicrobiaceae;g__Natronomonas;s__Unclassified
d301746d0efc5650ff53a62a431d4c15	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__Unclassified
df0a21a9eb18c1f242d5f48c28fec2e9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SM1A07;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
3b8f2103fac8e50d4e3cab8591f8c80a	d__Bacteria;p__Planctomycetota;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
17dc3c95c1977570320c306920a718f1	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
71fd335eff85cf9a38ae758c2ba6ca62	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__uncultured_Thermoplasmatales
513748d26aeb06fe5dd7b62d96939593	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__Unclassified
5cf4ae6c3131ab83a8fb3840f52de68d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SM1A07;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
98560adcfeb9741009840eac5a754308	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__uncultured_organism
b4bf4da5131e414b0200a617712c4177	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__uncultured_Thermoplasmatales
f0b5f5f94a9ba78a5f34f15fbb41b609	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__uncultured_Thermoplasmatales
42baab76e858b63610baa99aa54babed	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
bd362424a3037327e199daf1c580ca9c	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
270ef20e4fbdf660cd6b6529f736f629	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
0e5999cdd4e028a8c42a237ea8f7c300	d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
b9bb756205da18c4dd97d884a9b4c977	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_spirochete
430d83b7ed8bea2c1aba16c991da9bf4	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;s__Unclassified
ba80caad788509296a5ef253433af274	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tepidimonas;s__Unclassified
5a32b95a5b06eb59014a59671c49449e	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Candidatus_Altiarchaeum;s__uncultured_archaeon
deef43a07094d206e074fb0166481bd8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Incertae_Sedis;s__uncultured_organism
d0122fab4dd9a24fb4bb7a3122d10619	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__uncultured_euryarchaeote
9434405d63d1956351915ff452932ce2	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__candidate_divison
e6e6ecb8e150339a1ac2f6cccfe7026a	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
80cf3ac26d3bcbb5866902302921321e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__Incertae_Sedis;s__Unclassified
5541e7b03dddf25fa7bb6fbba8d8b286	d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
3563c7a930c290c35b6207b9f38d1270	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Incertae_Sedis;s__uncultured_proteobacterium
6030235c369b2ef0ba26e5ccda74f7cb	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__Fodinicurvataceae;g__Rhodovibrio;s__uncultured_bacterium
1f7dd8bfc26e6e9fe93b5b2f37e91e6e	d__Bacteria;p__Candidatus_Kapabacteria;c__Kapabacteria;o__Kapabacteriales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
c341c9fefcf336f2ed6c248c30966eee	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__Incertae_Sedis;s__uncultured_bacterium
78ff98242f584f74913943f0b4b10045	d__Bacteria;p__SAR324_clade(Marine_group_B);c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Candidatus_Nitrosoarchaeum;s__uncultured_organism
115d1ac4cc9592c48a1c16f9822afbe1	d__Bacteria;p__Myxococcota;c__Polyangiia;o__Polyangiales;f__Sandaracinaceae;g__Incertae_Sedis;s__uncultured_organism
9f5c7ef7a0018433a9587af7435d1f8a	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_archaeon
dda39cc2f3adf091ecd7def4b8ff0a93	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Incertae_Sedis;s__Unclassified
b6df422446889f27cb4ffee9447f3e31	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_archaeon
d8bf20a5fcb74ab80b3b29c2b7ebc2ca	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__Incertae_Sedis;s__uncultured_bacterium
1d5bdae6dadfd126ba4a0bb7f3c6cee3	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__candidate_divison
414ccbe329cd63bda90d39dc912e9c47	d__Bacteria;p__WS1;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
583b82083ff2580daa1a8d5478bcb026	d__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Incertae_Sedis;s__uncultured_organism
3db8042f2cbd6fa5602f05f720aa5453	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
170d664ae14b220df2aac3d2d4695318	d__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_KB1
4492a3c6d63a73c9eb259ceb742ec8bc	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Incertae_Sedis;f__Incertae_Sedis;g__Marine_Benthic_Group_D_and_DHVEG-1;s__Unclassified
4f471197f5f6a2366463bd27243c80e3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Unclassified;s__Unclassified
866d5917285257ab8e4fd05962d1d8c4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Incertae_Sedis;s__uncultured_organism
2c73914c59f58793ec9abb7bf0485baa	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
fc4dd566435088c747411a531c59767f	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Incertae_Sedis;s__Unclassified
56b919070dced39e36113a63db4bae50	d__Bacteria;p__WS1;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
c5e36fab9b90c4b1318b8d5bb5a7eca1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Incertae_Sedis;s__uncultured_bacterium
3e78f322763c92291e64ee3307a9cd46	d__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
173f0b2a6ec731f38d5fd17b4131cdfc	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Incertae_Sedis;s__uncultured_organism
d9bb532644bd8f24b7f81b7764b58237	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__uncultured_bacterium
b0fb57715d1f0999c6afa29283cd5a24	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Incertae_Sedis;s__Unclassified
aad2a9a3e1cfffba8194cdcf24788d16	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
03eb513754386dffaac3cda3bd521ee5	d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Incertae_Sedis;s__uncultured_organism
3e18b5c078505908de77c5eeb6adc180	d__Bacteria;p__Zixibacteria;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
e2224802b938a5b60869bf0b253322b8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Aquisalimonas;s__uncultured_Ectothiorhodospiraceae
83fa468769800242907ad88570b8f3a6	d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
9628920900b61e9e0df95690f694078c	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Unclassified
7cf6d627f83a234aabee496400e9f4be	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__DG-20;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
dfdea297342694ce78665dc9b6c7912e	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__MSBL5;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
c097d3348eb713542bc9c4fb67f8f542	d__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_KB1
a8808e00b568d59e94ce3eb4cc3a5986	d__Bacteria;p__CK-2C2-2;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
8367e8e69d5dcace6271a7fbb74d0456	d__Bacteria;p__Myxococcota;c__Polyangiia;o__PS-B29;f__Incertae_Sedis;g__Incertae_Sedis;s__Unclassified
09b696ee53208aa3509c4cb59c843b80	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Unclassified;g__Unclassified;s__Unclassified
73d15b63f8df87cb4bee6923db9e5224	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__uncultured_candidate
576226f794ad72d22776115265b9a2eb	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Incertae_Sedis;s__uncultured_organism
a541ad8575a9eeea763d31fb4c6113cc	d__Bacteria;p__Acidobacteriota;c__Subgroup_22;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
20d64d8b783e1db55eee55431565bb11	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__Hadarchaeum;s__candidate_divison
3056c001422f455d5eba5c872b587f2c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__uncultured_organism
1f4128137e6e9edb0d097e63d2f99594	d__Bacteria;p__Planctomycetota;c__vadinHA49;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_organism
0e67d4380487c4e89955c9ad6a0654bd	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Unclassified
a7b777db6148b846ec9d324e73bed5b8	d__Archaea;p__Unclassified;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified
47f042f2709a842cb93b26f79a1416be	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1_lineage;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
97a6ce4e8e37e7222599b27992dca2c5	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__uncultured_bacterium
9ff4a2a3de5df0de64db6ff51e8cac2c	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Incertae_Sedis;s__uncultured_organism
4eb72c300bd4e0b0f913af4ca2ee43f1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Lenti-02;g__Incertae_Sedis;s__uncultured_bacterium
3bc73d95a99d671c168a1f9f01eb394d	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;s__uncultured_organism
f7399de94dbd0777da56dd1bd8dbad19	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacterales;f__Halomicrobiaceae;g__Natronomonas;s__Natronomonas_sp.
da0db31742d4affb9bca5d5419e76a88	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacterales;f__Halobacteriaceae;g__Halarchaeum;s__uncultured_Halogeometricum
5ceca93fc4d6e3c4a60d229fe64b31d9	d__Bacteria;p__WS1;c__Incertae_Sedis;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium
