Taxa and Samples	PR10B	PR11B	PR12B	PR13B	PR14B	PR15B	PR16B	PR17B	PR18B	PR19B	PR20B	PR21B	PR22B	PR23B	PR24B	PR25B	PR26B	PR27B	PR28B	PR29B	PR30B	PR31B	PR32B	PR33B	PR34B	PR35B	PR36B	PR5B	PR6B	PR7B	PR8B	PR9B
471bd3d8e962c6d71d9eff46b1f6edad	0	0	0	0	0	1.45985253623062	0	0	0	2.44347713559622	0	1.60002614254825	4.95058608516782	0	0	0	0	8.58188666766759	9.73812121488457	9.94773694800635	9.74647784019482	9.67484657583783	8.52784721603489	5.48695780164495	3.65389378607628	6.12781327231755	5.79879694723462	0	0	0	0	3.41678202805123
627b555eb961ecb2ce44323221ee9ec2	8.07550095406503	3.27601501056543	3.46704882239843	8.38080440196826	6.98037549136444	6.9075464721109	7.8299815133611	7.12255842009834	6.88994692333409	2.11424498721102	1.27741983374785	3.54415303120197	3.99650273117555	0	0	7.9315207336305	4.59251664611507	8.56520788269763	7.87708476539485	7.20193278365916	6.25149130914169	9.21464672980743	9.50552366437733	6.10271442222418	5.7342947213262	7.94742460655295	7.88042149371498	0	0	0	0	8.56924214751668
a9d497896edda59e89b81b34160a0ade	0	0	0	0	0	0	0	0	0	8.29710202753727	9.07153024929597	11.0597299890105	10.2221038515774	0	0	0	0	3.74549684461355	5.82392422201095	6.39184108929003	7.53843504218733	0	2.36002267886066	1.2493910111832	2.74452144808418	2.39726422878009	2.58208114358027	0	0	0	0	0
797b6e4f7fa3b1374715d880a1f22b5c	6.82270853258026	0	0	5.43191289686381	5.46934660125036	6.07121977061754	5.68727026519503	5.14165328714589	4.51273911563924	9.72101760789287	9.94145625972565	8.69490742142343	7.57910279720553	0	0	6.30510028641625	0	7.01489451026273	8.13379933357628	7.22300621303283	8.51491477937215	5.20028943176307	5.31814154498897	4.01359760340072	5.92104795895795	5.35424420759207	5.97844911836475	0	0	0	0	7.18182070071714
1cef7c866d388748d1b65bdc5cde8c7f	0	12.0828977755212	11.9707189183257	3.12059355705718	2.78175721833912	0	1.91694871055567	0	0	0	0	0	0	7.14235750716176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d54ac3a36508de89addc9e3f2c97e0db	10.2416489492694	0	0	0	2.71536281073221	8.23347980984633	11.024953893796	8.91943637556907	8.58322389662752	0	0	0	0	0	0	0	0	2.0714892050426	0	0	0	0	3.15247063303814	4.48219403506832	2.57675766197662	4.03253436021197	3.99675806825503	0	0	0	0	10.2458906176032
94a78a735d2dc9a5bcf943f12ad83316	0	0	0	0	0	0	0	0	0	11.0195328798223	9.49277857946489	10.5980614816719	8.67204646697401	0	0	3.59506645926526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b70397497ed06df00bffdf9e4ff41cc9	5.59373888922683	5.83815716789216	6.39425273737445	4.0643297532815	3.95769002520197	4.09161711741615	0	3.49702705518162	3.57459223671011	4.81721437863265	0	3.34222707150421	3.76094186280299	0	0	2.7619516807333	0	7.91552353254727	8.78543346786793	7.35677425087091	8.80270485729663	9.16965442746321	9.12151794346104	7.21541154637198	5.78810785900959	7.67806168271539	8.03547383473776	0	0	0	0	6.45585942319888
599340c1faf60873baeacedc6342e0dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49326445295332	10.6615018515924	8.69166793260761	10.5451357189154	2.65095865176212	2.41188273159367	2.22437823726029	5.47865525699652	3.22074215573031	4.04986158402591	0	0	0	0	0
0a493c5054d3917df760eaa2a9f0c2aa	0	0	2.23439842529407	2.00433893572434	0	2.64441177506542	3.52978280068078	0	0	9.76032028043884	10.3059174329072	9.15628149005144	7.90596364029879	0	0	3.12281240560419	0	5.83430812037307	6.63488220518949	5.29810427251617	7.66457971091466	3.82803361848198	3.32469047853192	2.54125131393919	2.89479323516765	3.11810359107021	4.06713709269057	0	0	0	0	0
cedb27a7409fcb8a2ffb9069e81c12b7	6.50810485716994	6.91373640551992	6.78897001078718	8.70273597326691	6.91901074720317	7.23826533556956	7.36940660695229	5.65518031774995	4.46005773013764	3.13243625020649	4.92744043253408	3.87897486777498	6.19248321494689	9.21408248444027	0	5.10827252365243	0	7.05454388962085	7.35089197500152	6.22220265105932	6.99352921392548	7.83792084104916	7.65455396185911	6.65952255895221	6.1210985103238	8.31049738510148	7.79616264329718	0	0	0	0	7.53069412564423
22b0b4cb27aaed899eb969737f73bcff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4673852408452	2.17694615995124	0	0	2.41161370542445	3.70327286263262	8.45003346180686	8.76141610670352	9.82172499353833	9.8003537886035	0	0	0	0	0
cbca40863c59acc6c994994f34300136	0	0	0	0	0	0	0	0	0	9.08821909952303	10.4484888170357	8.86405249065805	8.1038735554931	0	0	5.34904803044706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
